product_category_name,price,payment_sequential,payment_installments,bank_clients,month,year
vestuario_e_acessorios,48.21,1,1,Paula,1,2015
hospedagem,43.0,1,4,Zhigang,9,2017
padaria,123.59,1,1,Sumitra,6,2016
bares_e_bebidas,20.0,1,3,Luisa,11,2019
hospedagem,259.03,1,1,Kim,12,2021
cursos_idiomas,257.91,1,1,Michael,1,2019
taxi_transporte_por_aplicativo,39.92,1,6,Joao,5,2017
ingresso_entretenimento,68.59,1,1,Kassa,2,2016
pet_shop,68.3,1,1,Nikolay,5,2018
medico,82.12,1,8,Sergey,9,2019
padaria,87.94,1,1,Cynthia,1,2020
cinema,119.08,1,2,Kamal,4,2022
spa_massagem,236.16,1,1,Farzana,3,2021
passagem_aerea_taxas,76.08,1,1,Petra,10,2022
passagem_aerea_taxas,21.43,1,3,Nina,11,2019
restaurantes,28.0,1,2,Saroj,6,2015
ingresso_entretenimento,123.56,1,10,Jacob,5,2017
estacionamento,214.71,1,1,Ming,3,2016
moveis_decoracao,125.22,2,1,Radha,4,2019
medico,336.05,1,1,Nur,2,2018
eletronicos,30.53,1,1,Wendy,3,2017
outros_gastos_saude,115.45,1,1,Yusuf,12,2019
outros_gastos_saude,33.75,1,5,Usha,1,2022
videogames,372.8,1,5,Qiang,12,2017
brinquedos_artigos_infantis,264.71,1,5,Luiz,7,2019
lavanderia,81.56,1,6,Adel,1,2020
spa_massagem,61.75,1,1,Claudio,1,2016
vestuario_e_acessorios,117.85,1,1,Cynthia,2,2020
moveis_decoracao,53.2,1,10,Mikhail,7,2017
livraira_papelaria,51.42,2,5,Jianming,6,2018
outros_esportes,234.4,1,6,Abdul,11,2018
brinquedos_artigos_infantis,222.05,1,3,Leila,12,2017
cafeteria,46.8,1,1,Adel,4,2022
produtos_de_beleza,273.96,1,3,Tania,6,2018
cinema,42.58,2,1,Farzana,4,2017
pet_shop,119.02,1,10,Tun,7,2017
veterinario,33.62,1,10,Sita,1,2018
artigos_esportivos,140.01,1,4,Kamal,5,2017
livraira_papelaria,62.28,1,5,Michael,4,2021
pet_shop,50.0,2,2,Sam,6,2017
tv_internet,65.51,1,1,Khalid,5,2020
restaurantes,138.06,1,1,Wenjie,11,2020
cinema,226.14,1,8,Jeff,5,2015
jardinagem,48.74,1,3,Usha,12,2015
eletronicos,28.95,1,1,Sita,3,2015
estacionamento,202.0,1,3,Pramila,12,2016
bares_e_bebidas,146.46,2,1,Tania,8,2020
pet_shop,123.89,1,6,Michael,1,2015
combustível,77.77,1,4,Sayed,1,2022
veterinario,91.86,1,1,Christina,10,2017
vestuario_e_acessorios,181.33,1,1,Gustavo,9,2016
livraira_papelaria,73.34,1,2,Gustavo,8,2022
ingresso_entretenimento,176.16,1,2,Monica,10,2015
veterinario,45.09,1,1,Solomon,2,2019
videogames,171.79,1,1,Gang,1,2017
mercadorias_em_geral,215.64,1,6,Priyanka,12,2021
cursos_idiomas,129.83,1,1,Christina,1,2021
mercadorias_em_geral,35.04,1,3,Hossein,2,2017
outros_esportes,77.39,1,2,Dolores,6,2020
cafeteria,138.3,1,3,Haiying,5,2022
dentista,38.6,1,3,Hatice,2,2021
brinquedos_artigos_infantis,204.38,1,10,Arthur,6,2017
hospedagem,148.91,1,1,Usha,1,2018
restaurantes,201.98,1,1,Miguel,6,2021
cafeteria,201.83,1,1,Virginia,7,2019
lavanderia,210.48,1,1,Yoko,5,2021
assinatura_de_servicos,158.52,1,2,Luz,9,2020
tv_internet,57.8,1,1,Sayed,3,2019
jardinagem,168.8,1,10,Mohamad,11,2020
videogames,71.14,1,3,Sergio,6,2022
entrega,279.91,1,1,Kseniya,2,2017
cafeteria,367.2,1,1,Mariama,5,2015
dentista,50.43,1,1,Kim,2,2022
livraira_papelaria,72.07,1,2,Tania,12,2015
loja_de_conveniencia,153.77,1,2,Luisa,8,2021
estacionamento,314.21,1,1,Tun,3,2019
outros_gastos_saude,65.39,1,2,Shah,5,2016
livraira_papelaria,54.0,1,1,Gregory,6,2022
dentista,42.4,1,1,Sergey,12,2015
supermercado_mercearia,30.0,1,2,Qinghua,9,2020
passagem_aerea_taxas,104.43,1,2,Usha,11,2019
estacionamento,113.62,2,1,Pramila,5,2022
bares_e_bebidas,53.05,1,1,Suresh,9,2019
supermercado_mercearia,164.79,1,2,Ramesh,10,2019
ingresso_entretenimento,179.6,1,10,Sayed,8,2019
veterinario,132.58,1,6,Saroj,6,2017
outros_gastos_saude,129.64,1,1,Gopal,10,2019
passagem_aerea_taxas,410.03,1,10,Sergey,12,2018
supermercado_mercearia,79.48,1,1,Ravi,1,2018
jardinagem,190.38,2,8,Norma,8,2018
taxi_transporte_por_aplicativo,115.0,1,1,Adel,4,2018
videogames,38.66,1,1,Manfred,3,2022
associacoes_clubes,2.49,1,5,Saroj,8,2015
passagem_aerea_taxas,33.84,1,1,Ida,3,2021
produtos_de_beleza,1038.36,1,1,Amy,9,2017
loja_de_conveniencia,163.79,1,10,Kamal,2,2020
entrega,99.9,1,1,Wenjie,2,2018
passagem_aerea_taxas,73.06,1,1,Mikhail,3,2015
videogames,76.08,1,1,Xiaoling,1,2020
brinquedos_artigos_infantis,32.77,1,1,Juana,1,2016
livraira_papelaria,277.2,1,1,Ida,12,2022
brinquedos_artigos_infantis,26.35,1,1,Nikolay,10,2019
passagem_aerea_taxas,36.78,1,1,Nguyen,2,2016
ingresso_entretenimento,37.17,1,1,Chantal,11,2016
brinquedos_artigos_infantis,52.57,1,1,Ida,1,2021
eletronicos,299.59,1,1,Wenjie,3,2019
padaria,54.33,1,2,Farzana,1,2015
dentista,57.04,1,1,Joseph,4,2015
passagem_aerea_taxas,85.17,1,8,Miguel,7,2022
tv_internet,117.97,1,3,Farzana,9,2019
padaria,87.64,1,8,Hatice,8,2017
ingresso_entretenimento,83.14,1,3,Shigeru,3,2021
livraira_papelaria,335.31,1,1,Zhihua,9,2015
produtos_de_beleza,142.45,2,6,Priyanka,12,2018
padaria,140.61,1,1,Shigeru,9,2020
produtos_de_beleza,129.01,1,10,Radha,8,2020
combustível,143.93,1,1,Paula,8,2021
estacionamento,689.93,1,1,Luiz,11,2019
farmacia,46.71,1,2,Osman,4,2019
brinquedos_artigos_infantis,73.43,1,10,Kamal,4,2016
supermercado_mercearia,93.3,1,1,Adam,8,2021
mercadorias_em_geral,52.39,1,1,Sara,4,2020
supermercado_mercearia,29.95,1,2,Sergio,9,2021
livraira_papelaria,102.18,1,8,Priyanka,4,2022
ingresso_entretenimento,149.04,1,1,Jianming,6,2022
loja_de_conveniencia,42.68,1,8,Kathy,4,2019
taxi_transporte_por_aplicativo,285.91,1,2,Cynthia,3,2022
moveis_decoracao,215.38,1,1,Ramesh,3,2017
passagem_aerea_taxas,220.04,1,1,Luisa,12,2018
loja_de_conveniencia,43.72,1,1,Zainab,9,2015
taxi_transporte_por_aplicativo,86.04,1,1,Zhigang,8,2018
produtos_de_beleza,66.33,1,10,Claudio,10,2022
farmacia,86.36,1,1,Elizabeth,12,2018
salao_barbearia,134.01,1,1,Anna,3,2016
restaurantes,40.0,1,1,Qinghua,6,2021
passagem_aerea_taxas,596.27,1,1,Kim,11,2022
mercadorias_em_geral,5.43,1,2,Luisa,10,2022
cinema,210.56,1,8,Nur,9,2019
moveis_decoracao,111.78,1,8,Ramesh,6,2021
hospedagem,255.18,1,7,Cynthia,11,2021
farmacia,113.62,1,7,Farzana,1,2020
outros_esportes,234.18,1,1,Solomon,7,2020
spa_massagem,144.11,1,9,Cynthia,5,2020
academia,41.49,1,1,Khalid,7,2019
eletronicos,1370.26,1,1,Qiang,12,2017
livraira_papelaria,138.31,1,4,Joao,4,2016
veterinario,64.09,1,8,Karina,7,2015
vestuario_e_acessorios,75.46,1,2,Ursula,12,2021
taxi_transporte_por_aplicativo,123.56,1,1,Jianmin,11,2015
veterinario,58.59,1,10,Sumitra,4,2016
taxi_transporte_por_aplicativo,141.15,1,3,Linh,8,2017
outros_cursos,5.18,2,2,Luz,6,2016
tv_internet,66.64,1,1,Abdul,8,2015
farmacia,41.53,1,1,Radha,2,2019
dentista,194.5,2,3,Cong,2,2015
brinquedos_artigos_infantis,24.96,1,3,Nguyen,5,2021
farmacia,166.71,1,3,Wendy,12,2015
farmacia,77.57,1,4,Ida,7,2020
farmacia,25.65,1,10,Cong,1,2018
moveis_decoracao,44.72,2,5,Gang,3,2016
videogames,34.0,1,1,Nikolay,12,2015
veterinario,61.28,1,5,Haiying,1,2019
cursos_idiomas,40.09,1,2,Cong,2,2018
outros_gastos_saude,77.06,1,3,Wenjie,9,2017
outros_esportes,155.12,1,8,Sergio,9,2021
loja_de_conveniencia,76.17,1,2,Wenjie,1,2020
outros_cursos,65.01,1,2,Lal,11,2019
tv_internet,203.34,1,9,Sumitra,9,2019
outros_gastos_saude,243.76,1,5,Mariama,6,2017
farmacia,80.2,1,1,Sayed,12,2021
assinatura_de_servicos,85.92,1,6,Joseph,1,2022
pet_shop,67.48,1,2,Ravi,1,2020
outros_gastos_saude,40.09,1,1,Joao,10,2015
entrega,274.38,1,1,Hossein,6,2015
eletronicos,31.0,1,1,Saroj,8,2015
outros_cursos,58.78,1,1,Mikhail,5,2022
pet_shop,152.89,1,7,Anna,3,2015
salao_barbearia,209.37,1,10,Haiying,12,2019
outros_cursos,50.0,1,1,Jacob,6,2016
veterinario,414.08,3,1,Xiaoling,5,2021
associacoes_clubes,709.74,1,1,Miguel,3,2015
tv_internet,20.0,1,2,Nur,12,2015
loja_de_conveniencia,61.11,1,1,Karina,6,2020
academia,178.27,1,1,Sita,7,2015
eletronicos,185.05,1,1,Cynthia,1,2019
veterinario,299.39,1,1,Claudio,2,2016
passagem_aerea_taxas,141.23,1,2,Hieu,11,2020
estacionamento,231.86,1,10,Sumitra,2,2018
bares_e_bebidas,212.02,1,1,Paula,11,2015
hospedagem,139.69,1,1,Kathy,8,2020
tv_internet,195.91,1,1,Lal,7,2017
veterinario,14.7,1,1,Juana,3,2015
estacionamento,54.0,1,1,Cong,12,2022
farmacia,1155.56,1,1,Paula,10,2019
outros_esportes,18.16,1,2,Sergey,7,2020
farmacia,37.67,1,3,Qiang,5,2017
dentista,168.82,1,3,Arthur,12,2016
brinquedos_artigos_infantis,55.1,1,1,Zhigang,8,2020
associacoes_clubes,68.43,1,1,Ursula,7,2016
outros_esportes,5.94,1,1,Xiaoling,7,2020
taxi_transporte_por_aplicativo,44.1,5,1,Gregory,1,2020
moveis_decoracao,344.72,1,3,Simone,9,2020
restaurantes,106.87,1,6,Saroj,8,2018
lavanderia,44.79,1,1,Amy,10,2017
ingresso_entretenimento,37.09,1,2,Tania,9,2017
livraira_papelaria,78.83,1,2,Hatice,12,2015
cursos_idiomas,118.49,1,1,Paula,5,2017
vestuario_e_acessorios,41.84,1,6,Yusuf,3,2018
salao_barbearia,63.28,1,5,Yusuf,10,2015
loja_de_conveniencia,46.35,1,1,Juana,4,2016
taxi_transporte_por_aplicativo,202.9,1,10,Farzana,2,2016
eletronicos,365.98,1,2,Norma,11,2019
estacionamento,69.35,1,3,Kassa,9,2018
outros_gastos_saude,137.85,1,1,Manfred,7,2018
passagem_aerea_taxas,186.85,1,4,Claudio,4,2017
videogames,1404.24,1,2,Shu,4,2020
estacionamento,345.53,1,3,Farzana,3,2022
jardinagem,495.93,1,10,Kamal,4,2017
bares_e_bebidas,103.55,1,1,Qinghua,11,2022
jardinagem,128.87,1,1,Qiang,12,2021
farmacia,157.51,1,1,Sumitra,4,2017
brinquedos_artigos_infantis,41.85,1,1,Wenjie,5,2016
vestuario_e_acessorios,29.78,1,3,Nina,1,2020
academia,190.37,1,2,Farzana,3,2022
hospedagem,128.02,1,1,Jianmin,9,2016
spa_massagem,40.26,1,7,Mike,11,2016
brinquedos_artigos_infantis,95.82,2,1,Gopal,5,2021
ingresso_entretenimento,42.39,1,1,Ida,1,2022
associacoes_clubes,339.29,1,2,Richard,6,2019
passagem_aerea_taxas,174.45,8,7,Cynthia,10,2021
assinatura_de_servicos,84.14,1,1,Petra,6,2018
assinatura_de_servicos,29.91,1,6,Haiying,2,2020
lavanderia,37.38,1,5,Osman,7,2017
cinema,89.72,1,1,Hatice,9,2015
medico,63.0,1,4,Christina,4,2016
outros_esportes,25.78,1,2,Sara,1,2021
tv_internet,913.7,1,3,Manfred,2,2020
academia,61.12,1,1,Sayed,5,2015
lavanderia,211.89,1,3,Ramesh,4,2015
outros_gastos_saude,188.44,1,1,Gang,5,2016
produtos_de_beleza,100.95,1,5,Saroj,7,2015
combustível,292.7,1,4,Sara,10,2020
videogames,101.04,1,6,Hatice,10,2021
ingresso_entretenimento,113.55,1,1,Jacob,9,2017
padaria,31.75,1,1,Sayed,10,2019
loja_de_conveniencia,27.75,1,2,Karina,6,2022
eletronicos,42.04,1,1,Sergey,10,2022
hospedagem,32.51,1,6,Sam,3,2019
spa_massagem,84.62,1,2,Zhigang,6,2019
eletronicos,179.89,1,1,Lal,5,2020
livraira_papelaria,65.96,1,1,Jacob,7,2017
medico,79.33,1,8,Luz,6,2021
salao_barbearia,177.44,1,7,Hossein,6,2018
cursos_idiomas,37.77,1,7,Amy,10,2017
produtos_de_beleza,111.13,1,3,Kim,1,2020
veterinario,81.78,1,1,Miguel,3,2015
academia,15.26,1,3,Cynthia,3,2017
dentista,69.14,1,4,Priyanka,9,2020
farmacia,89.58,1,7,Mike,10,2021
restaurantes,842.8,1,5,Miguel,1,2015
estacionamento,108.51,1,2,Chantal,7,2016
associacoes_clubes,206.98,1,2,Priyanka,6,2017
lavanderia,35.36,1,4,Kseniya,8,2022
outros_gastos_saude,156.15,1,1,Gopal,12,2020
pet_shop,52.0,1,8,Yusuf,6,2017
assinatura_de_servicos,19.77,1,1,Mikhail,12,2015
associacoes_clubes,366.27,1,3,Amy,4,2020
livraira_papelaria,119.25,1,1,Xiaoling,10,2022
mercadorias_em_geral,64.0,1,1,Shu,10,2021
veterinario,288.51,1,4,Cynthia,12,2016
cafeteria,157.21,1,4,Jacob,8,2020
ingresso_entretenimento,177.67,1,1,Zhigang,9,2021
bares_e_bebidas,44.24,1,2,Herbert,6,2015
videogames,37.91,1,1,Monica,7,2022
livraira_papelaria,184.3,1,1,Luisa,2,2020
videogames,89.17,1,1,Solomon,12,2019
loja_de_conveniencia,115.58,1,10,Suresh,12,2021
vestuario_e_acessorios,42.0,1,1,Jianming,7,2021
vestuario_e_acessorios,84.24,1,4,Roman,7,2017
cafeteria,122.5,1,1,Tun,5,2017
cinema,93.11,1,1,Simone,1,2017
ingresso_entretenimento,54.1,1,4,Zhihua,6,2015
restaurantes,164.63,1,2,Mariama,4,2021
estacionamento,172.03,1,3,Usha,11,2015
spa_massagem,45.68,1,3,Juana,6,2018
outros_cursos,77.66,1,1,Christina,1,2021
restaurantes,72.66,1,5,Paula,7,2019
cursos_idiomas,82.48,1,1,Osman,2,2016
tv_internet,115.45,1,1,Richard,4,2017
passagem_aerea_taxas,190.37,1,24,Khalid,10,2020
videogames,23.38,1,8,Gopal,12,2020
tv_internet,395.46,1,1,Kim,2,2015
taxi_transporte_por_aplicativo,94.39,1,4,Elizabeth,2,2019
moveis_decoracao,64.51,1,1,Petra,6,2018
passagem_aerea_taxas,55.36,1,1,Ming,5,2021
outros_cursos,44.72,1,1,Saroj,2,2019
academia,66.47,1,4,Wenjie,12,2018
combustível,47.96,1,1,Joao,3,2017
artigos_esportivos,262.16,1,2,Claudio,7,2018
jardinagem,151.37,1,1,Monica,4,2019
pet_shop,96.47,1,8,Nur,4,2020
loja_de_conveniencia,24.75,1,5,Nina,12,2017
associacoes_clubes,48.89,1,8,Arthur,9,2017
ingresso_entretenimento,41.06,1,10,Jacob,5,2017
outros_esportes,171.53,2,2,Anna,9,2015
combustível,4.81,1,3,Kim,12,2016
artigos_esportivos,43.1,1,1,Leila,7,2015
outros_esportes,76.65,1,2,Jianmin,6,2020
mercadorias_em_geral,163.06,1,3,Juana,5,2021
outros_cursos,136.08,1,1,Shah,11,2021
pet_shop,125.04,1,10,Kseniya,10,2020
combustível,154.48,1,8,Linh,7,2021
estacionamento,236.23,1,1,Nur,8,2020
outros_esportes,423.21,1,1,Farzana,5,2019
produtos_de_beleza,108.76,1,1,Farzana,10,2018
outros_esportes,247.51,1,1,Kseniya,9,2017
restaurantes,103.13,1,2,Shu,10,2022
cinema,158.92,1,10,Zainab,10,2017
associacoes_clubes,267.02,1,1,Arthur,12,2020
outros_cursos,363.95,1,1,Sara,4,2015
medico,68.3,1,3,Ravi,6,2022
padaria,63.23,1,1,Gopal,5,2017
pet_shop,75.85,1,5,Luz,12,2015
outros_esportes,44.69,1,1,Chantal,3,2019
mercadorias_em_geral,133.19,1,4,Xiaomin,1,2022
entrega,74.4,1,1,Yusuf,11,2021
outros_esportes,1342.63,1,2,Arthur,3,2016
tv_internet,241.62,1,1,Miguel,4,2016
cinema,119.18,1,3,Shah,8,2015
lavanderia,227.93,1,1,Christina,10,2015
dentista,71.53,1,2,Roman,10,2022
cursos_idiomas,63.23,16,2,Qiang,6,2017
salao_barbearia,32.38,1,8,Karina,11,2020
jardinagem,155.16,1,1,Shah,11,2022
bares_e_bebidas,473.28,1,1,Tania,7,2022
pet_shop,46.69,1,1,Kamal,12,2018
jardinagem,88.49,1,3,Farzana,8,2022
restaurantes,114.33,1,1,Joseph,11,2015
cursos_idiomas,79.98,1,1,Shigeru,12,2018
jardinagem,57.75,1,3,Kassa,5,2019
veterinario,172.93,1,1,Richard,12,2022
eletronicos,294.48,1,1,Juana,7,2021
spa_massagem,96.94,1,4,Richard,1,2022
dentista,67.96,1,2,Luiz,2,2017
ingresso_entretenimento,124.02,1,1,Lal,10,2017
combustível,152.62,1,1,Tania,2,2022
passagem_aerea_taxas,86.78,1,2,Gang,11,2018
cinema,134.09,1,2,Shah,6,2017
farmacia,78.1,1,1,Ursula,8,2015
outros_gastos_saude,213.74,1,1,Gustavo,3,2021
tv_internet,207.2,1,2,Xiaomin,9,2019
spa_massagem,34.51,1,1,Ursula,5,2015
dentista,126.88,1,4,Dolores,3,2019
videogames,71.14,1,5,Jeff,10,2018
jardinagem,71.03,1,1,Saroj,11,2022
videogames,58.59,1,4,Jianmin,12,2020
loja_de_conveniencia,305.57,1,6,Usha,11,2022
cafeteria,184.3,1,5,Tun,11,2021
lavanderia,171.79,1,4,Gregory,5,2015
artigos_esportivos,221.16,1,3,Solomon,7,2022
medico,46.58,1,1,Joseph,2,2021
farmacia,123.69,1,1,Mariama,7,2018
mercadorias_em_geral,232.72,1,5,Amy,12,2015
combustível,73.15,1,1,Mike,5,2016
outros_cursos,44.0,1,4,Wendy,6,2019
medico,44.83,1,2,Richard,5,2021
lavanderia,135.62,1,1,Adel,7,2016
loja_de_conveniencia,103.11,1,1,Wenjie,2,2019
associacoes_clubes,123.87,1,1,Heba,12,2018
eletronicos,147.51,1,1,Adel,1,2015
jardinagem,648.03,1,1,Yoko,7,2017
brinquedos_artigos_infantis,466.9,1,1,Abdul,8,2018
outros_cursos,186.85,1,1,Sayed,3,2017
loja_de_conveniencia,96.8,2,8,Monica,9,2015
pet_shop,49.01,1,1,Abdul,4,2022
cinema,40.47,1,1,Gustavo,7,2021
medico,183.52,1,1,Kathy,1,2019
restaurantes,163.13,1,1,Manfred,11,2017
spa_massagem,48.08,1,9,Joao,12,2018
livraira_papelaria,100.9,1,1,Michael,4,2020
mercadorias_em_geral,151.42,1,2,Tun,9,2017
pet_shop,31.88,1,1,Lal,5,2021
ingresso_entretenimento,107.55,1,8,Gopal,8,2016
eletronicos,398.88,1,1,Cynthia,2,2021
livraira_papelaria,51.05,1,1,Nguyen,7,2021
vestuario_e_acessorios,4.33,1,4,Shu,3,2019
lavanderia,349.07,1,5,Khalid,11,2016
loja_de_conveniencia,30.96,1,1,Tania,10,2022
dentista,30.0,1,3,Christina,10,2015
cinema,47.29,1,6,Mariama,1,2021
estacionamento,136.59,1,4,Zhigang,6,2020
tv_internet,253.09,1,1,Roman,1,2017
moveis_decoracao,77.97,1,10,Yoko,3,2021
entrega,67.5,5,1,Kathy,10,2016
entrega,76.05,1,8,Mike,1,2021
loja_de_conveniencia,308.79,1,5,Tania,8,2016
taxi_transporte_por_aplicativo,45.09,1,8,Sumitra,5,2016
associacoes_clubes,35.05,1,1,Elizabeth,2,2016
supermercado_mercearia,53.54,1,1,Heba,12,2021
bares_e_bebidas,20.39,1,10,Ravi,10,2020
vestuario_e_acessorios,35.86,1,4,Sam,3,2018
taxi_transporte_por_aplicativo,42.6,1,2,Farzana,3,2018
mercadorias_em_geral,8.46,1,1,Xiaomin,11,2018
ingresso_entretenimento,79.17,1,1,Zainab,1,2015
academia,209.21,1,10,Paula,5,2017
vestuario_e_acessorios,45.0,1,4,Khalid,7,2016
ingresso_entretenimento,42.77,1,1,Sergey,3,2016
vestuario_e_acessorios,77.89,1,4,Hatice,10,2015
produtos_de_beleza,57.32,1,1,Sita,12,2019
tv_internet,46.75,1,1,Joseph,2,2017
medico,122.1,1,1,Zhigang,8,2019
estacionamento,138.74,1,1,Shu,12,2018
livraira_papelaria,42.78,1,1,Xiaoling,6,2021
cursos_idiomas,244.8,1,1,Qinghua,12,2018
spa_massagem,215.57,1,2,Manfred,6,2017
cafeteria,20.28,1,3,Priyanka,1,2020
produtos_de_beleza,85.04,1,8,Sayed,10,2015
hospedagem,348.98,1,10,Adel,5,2018
combustível,220.86,1,1,Yoko,1,2017
videogames,12.21,1,5,Mariama,7,2020
jardinagem,250.0,2,1,Simone,4,2017
livraira_papelaria,170.62,1,6,Linh,11,2017
artigos_esportivos,188.62,1,2,Arthur,11,2022
jardinagem,103.54,1,1,Luz,11,2016
medico,69.46,1,2,Leila,6,2019
cursos_idiomas,35.95,1,5,Nguyen,3,2018
academia,28.78,1,4,Mikhail,12,2020
dentista,2234.66,1,24,Kassa,5,2015
assinatura_de_servicos,246.04,1,1,Jianming,8,2015
livraira_papelaria,92.57,1,1,Elizabeth,6,2018
mercadorias_em_geral,278.44,1,5,Zhihua,2,2019
medico,431.57,1,2,Paula,3,2017
mercadorias_em_geral,37.74,1,2,Mike,3,2017
cursos_idiomas,175.86,1,1,Nikolay,3,2015
farmacia,28.08,1,3,Monica,2,2018
salao_barbearia,112.95,1,3,Claudio,3,2019
brinquedos_artigos_infantis,212.41,1,1,Radha,10,2017
brinquedos_artigos_infantis,43.08,1,1,Norma,2,2022
cinema,194.0,1,1,Sita,8,2016
dentista,281.02,1,1,Miguel,5,2018
salao_barbearia,62.5,1,1,Nina,6,2022
produtos_de_beleza,118.93,1,7,Kassa,8,2020
assinatura_de_servicos,60.1,1,1,Saroj,4,2015
cursos_idiomas,427.9,1,1,Anna,3,2021
outros_gastos_saude,285.96,1,1,Kassa,10,2016
loja_de_conveniencia,4163.51,1,1,Osman,11,2019
combustível,139.29,1,1,Lal,3,2022
lavanderia,102.42,1,3,Kassa,4,2020
farmacia,37.37,1,4,Miguel,2,2020
moveis_decoracao,321.67,1,1,Linh,5,2015
livraira_papelaria,157.91,1,3,Kseniya,2,2020
vestuario_e_acessorios,164.21,1,1,Chantal,10,2018
outros_cursos,395.2,1,8,Sara,12,2020
supermercado_mercearia,45.0,1,5,Claudio,10,2017
academia,45.1,1,10,Shah,8,2020
entrega,2168.6,1,4,Sita,11,2017
videogames,125.85,1,1,Richard,9,2021
veterinario,190.86,1,1,Qinghua,3,2018
dentista,198.0,1,1,Zainab,12,2016
salao_barbearia,95.99,1,2,Paula,8,2018
pet_shop,55.0,2,1,Jianming,4,2018
livraira_papelaria,151.78,1,4,Sayed,11,2015
farmacia,38.14,1,2,Farzana,6,2017
tv_internet,328.08,1,1,Jianmin,5,2019
farmacia,54.09,1,2,Gustavo,4,2020
brinquedos_artigos_infantis,193.46,1,2,Ida,9,2015
livraira_papelaria,33.37,1,1,Kassa,11,2018
outros_cursos,102.42,1,2,Sergio,8,2016
outros_cursos,387.37,1,3,Zhigang,10,2022
taxi_transporte_por_aplicativo,124.42,1,1,Hossein,5,2020
pet_shop,84.59,1,2,Mohamad,1,2018
assinatura_de_servicos,125.12,1,1,Haiying,11,2017
eletronicos,138.16,1,1,Cong,4,2019
loja_de_conveniencia,92.57,1,10,Manfred,10,2022
padaria,195.86,1,2,Suresh,7,2021
cinema,99.43,1,1,Hatice,3,2018
hospedagem,124.4,1,1,Leila,3,2015
eletronicos,158.53,1,3,Tania,6,2017
associacoes_clubes,197.69,1,3,Khalid,10,2019
estacionamento,36.69,1,6,Miguel,11,2015
cursos_idiomas,68.13,1,6,Nur,10,2022
estacionamento,91.23,1,1,Arthur,11,2021
padaria,87.17,1,10,Zhigang,12,2017
jardinagem,298.22,1,1,Saroj,12,2019
bares_e_bebidas,2.41,1,1,Linh,5,2021
brinquedos_artigos_infantis,47.1,1,5,Dolores,11,2022
academia,236.34,1,6,Abdul,9,2018
outros_gastos_saude,70.17,1,1,Cynthia,5,2020
veterinario,21.76,1,1,Osman,5,2017
outros_cursos,214.73,1,3,Mikhail,5,2018
spa_massagem,54.34,1,6,Jeff,2,2015
lavanderia,816.36,1,1,Cynthia,3,2022
tv_internet,69.7,1,3,Claudio,11,2020
bares_e_bebidas,225.71,1,1,Solomon,1,2022
brinquedos_artigos_infantis,294.7,1,6,Tania,10,2017
ingresso_entretenimento,76.57,1,1,Ursula,11,2020
bares_e_bebidas,63.51,1,1,Mikhail,11,2021
pet_shop,62.41,1,4,Gopal,10,2021
spa_massagem,396.9,1,3,Priyanka,6,2015
veterinario,818.4,1,3,Nguyen,2,2022
ingresso_entretenimento,175.64,1,4,Cong,12,2016
lavanderia,30.95,1,2,Priyanka,10,2019
medico,1009.98,1,1,Mikhail,2,2015
lavanderia,162.44,1,2,Cong,8,2016
produtos_de_beleza,87.32,1,1,Ursula,4,2021
associacoes_clubes,205.26,1,3,Gregory,3,2019
veterinario,19.57,1,6,Chantal,2,2015
supermercado_mercearia,156.99,1,4,Herbert,7,2018
videogames,56.79,2,10,Osman,10,2020
veterinario,82.52,1,1,Hieu,3,2018
loja_de_conveniencia,74.18,1,1,Adam,7,2020
passagem_aerea_taxas,46.05,1,2,Ming,2,2020
tv_internet,294.14,3,1,Petra,2,2019
loja_de_conveniencia,146.32,1,3,Hossein,6,2020
eletronicos,38.8,1,1,Solomon,10,2017
cursos_idiomas,65.0,1,1,Lal,6,2015
padaria,139.52,1,1,Karina,6,2022
vestuario_e_acessorios,100.34,1,1,Monica,4,2020
outros_gastos_saude,124.96,1,2,Joseph,6,2017
cursos_idiomas,32.0,1,3,Tun,9,2016
artigos_esportivos,53.9,1,1,Khalid,8,2017
cursos_idiomas,177.49,1,1,Ida,10,2020
farmacia,5.54,1,1,Mohamad,5,2020
medico,518.56,1,2,Nur,12,2019
brinquedos_artigos_infantis,44.41,1,10,Mariama,12,2021
entrega,213.35,1,3,Sara,8,2017
livraira_papelaria,99.43,1,1,Jeff,7,2020
bares_e_bebidas,97.6,1,1,Joao,12,2021
lavanderia,48.87,1,1,Juana,10,2016
spa_massagem,274.56,6,4,Abdul,3,2020
outros_gastos_saude,79.24,1,1,Hatice,7,2022
cafeteria,106.02,1,5,Adam,8,2022
eletronicos,203.67,1,1,Juana,4,2022
vestuario_e_acessorios,158.85,1,1,Qinghua,8,2015
hospedagem,115.35,1,3,Cynthia,10,2019
padaria,60.08,1,1,Tun,10,2021
associacoes_clubes,58.03,1,1,Tania,11,2020
ingresso_entretenimento,107.95,1,6,Cong,4,2017
taxi_transporte_por_aplicativo,61.3,1,1,Sara,12,2019
combustível,91.29,1,1,Saroj,12,2016
moveis_decoracao,200.0,1,1,Mariama,5,2015
moveis_decoracao,174.07,1,4,Wendy,6,2017
jardinagem,287.77,1,8,Zainab,9,2018
outros_gastos_saude,166.62,1,1,Farzana,5,2022
outros_gastos_saude,185.88,1,2,Dolores,2,2018
